,0
2141,60.0
2142,20.0
2143,20.0
2144,20.0
2145,63.01
2146,20.0
2147,20.0
2148,38.328
2149,20.0
2150,68.42
2151,39.666
2152,20.0
2153,20.0
2154,60.0
2155,20.0
2156,14.134
2157,20.0
2158,20.0
2159,20.0
2160,100.0
2161,20.0
2162,20.0
2163,20.0
2164,20.0
2165,69.96
2166,20.0
2167,40.374
2168,13.83
2169,100.0
2170,20.0
2171,20.0
2172,20.0
2173,38.796
2174,60.0
2175,100.0
2176,20.0
2177,20.0
2178,13.132
2179,20.0
2180,41.022
2181,12.738
2182,68.57
2183,100.0
2184,41.178
2185,20.0
2186,100.0
2187,20.0
2188,20.0
2189,100.0
2190,65.6
2191,40.626
2192,37.962
2193,20.0
2194,20.0
2195,13.72
2196,13.39
2197,100.0
2198,20.0
2199,20.0
2200,20.0
2201,20.0
2202,20.0
2203,12.634
2204,60.0
2205,20.0
2206,20.0
2207,13.346
2208,20.0
2209,20.0
2210,20.0
2211,13.564
2212,20.0
2213,100.0
2214,66.61
2215,41.724
2216,39.576
2217,20.0
2218,20.0
2219,12.968
2220,60.0
2221,20.0
2222,13.914
2223,20.0
2224,64.71
2225,60.0
2226,20.0
2227,60.0
2228,60.0
2229,20.0
2230,20.0
2231,20.0
2232,13.428
2233,40.806
2234,39.978
2235,60.0
2236,20.0
2237,21.996
2238,60.0
2239,60.0
2240,60.0
2241,100.0
2242,20.0
2243,20.0
2244,20.0
2245,100.0
2246,20.0
2247,38.784
2248,20.0
2249,20.0
2250,20.0
2251,60.0
2252,20.0
2253,20.0
2254,20.0
2255,41.742
2256,20.0
2257,100.0
2258,39.138
2259,20.0
2260,20.0
2261,20.0
2262,60.0
2263,60.0
2264,20.0
2265,13.334
2266,20.0
2267,20.0
2268,13.282
2269,20.0
2270,20.0
2271,66.3
2272,20.0
2273,20.0
2274,39.588
2275,20.0
2276,20.0
2277,20.0
2278,100.0
2279,20.0
2280,13.066
2281,20.0
2282,20.0
2283,13.382
2284,20.0
2285,13.406
2286,20.0
2287,20.0
2288,20.0
2289,13.052
2290,20.0
2291,100.0
2292,66.97
2293,65.26
2294,20.0
2295,20.0
2296,20.0
2297,67.92
2298,20.0
2299,38.712
2300,20.0
2301,20.0
2302,40.512
2303,60.0
2304,41.232
2305,20.0
2306,39.786
2307,40.836
2308,20.0
2309,39.462
2310,100.0
2311,20.0
2312,20.0
2313,70.97
2314,100.0
2315,100.0
2316,20.0
2317,20.0
2318,20.0
2319,20.0
2320,41.97
2321,20.0
2322,6.912
2323,20.0
2324,12.992
2325,13.158
2326,20.0
2327,20.0
2328,60.0
2329,20.0
2330,100.0
2331,39.474
2332,20.0
2333,20.0
2334,12.674
2335,20.0
2336,20.0
2337,20.0
2338,20.0
2339,12.722
2340,20.0
2341,20.0
2342,20.0
2343,20.0
2344,60.0
2345,20.0
2346,20.0
2347,68.09
2348,60.0
2349,40.722
2350,12.748
2351,100.0
2352,20.0
2353,60.0
2354,42.09
2355,20.0
2356,21.066
2357,60.0
2358,13.052
2359,60.0
2360,60.0
2361,20.0
2362,60.0
2363,100.0
2364,100.0
2365,100.0
2366,20.0
2367,20.0
2368,100.0
2369,20.0
2370,14.048
2371,40.476
2372,20.0
2373,13.02
2374,13.8
2375,20.0
2376,60.0
2377,40.2
2378,20.0
2379,20.0
2380,100.0
2381,13.674
2382,20.0
2383,14.16
2384,20.0
2385,40.908
2386,38.292
2387,60.0
2388,20.0
2389,20.0
2390,38.934
2391,67.71
2392,20.0
2393,20.0
2394,20.0
2395,20.0
2396,20.0
2397,20.0
2398,66.34
2399,12.916
2400,38.376
2401,60.0
2402,38.244
2403,20.0
2404,20.0
2405,20.0
2406,60.0
2407,60.0
2408,13.852
2409,20.0
2410,100.0
2411,20.0
2412,100.0
2413,20.0
2414,60.0
2415,60.0
2416,13.686
2417,13.492
2418,7.174
2419,39.354
2420,20.0
2421,20.0
2422,65.63
2423,14.25
2424,20.0
2425,60.0
2426,33.68
2427,20.0
2428,20.0
2429,20.0
2430,67.99
2431,20.0
2432,60.0
2433,13.88
2434,38.292
2435,20.0
2436,100.0
2437,20.0
2438,60.0
2439,100.0
2440,20.0
2441,20.0
2442,20.0
2443,100.0
2444,100.0
2445,37.638
2446,60.0
2447,20.0
2448,39.024
2449,100.0
2450,41.664
2451,100.0
2452,20.0
2453,20.0
2454,70.47
2455,20.0
2456,20.0
2457,13.2
2458,68.42
2459,20.0
2460,7.038
2461,60.0
2462,43.638
2463,40.5
2464,35.0
2465,20.0
2466,20.0
2467,60.0
2468,41.028
2469,41.244
2470,100.0
2471,100.0
2472,100.0
2473,100.0
2474,20.0
2475,100.0
2476,13.918
2477,60.0
2478,40.644
2479,41.442
2480,65.91
2481,14.106
2482,40.992
2483,40.824
2484,100.0
2485,12.506
2486,66.76
2487,20.0
2488,39.822
2489,60.0
2490,60.0
2491,69.12
2492,60.0
2493,60.0
2494,34.76
2495,20.0
2496,20.0
2497,60.0
2498,100.0
2499,20.0
2500,100.0
2501,69.53
2502,100.0
2503,20.0
2504,60.0
2505,100.0
2506,39.354
2507,20.0
2508,100.0
2509,20.0
2510,12.612
2511,20.0
2512,20.0
2513,60.0
2514,63.34
2515,13.196
2516,65.17
2517,13.33
2518,100.0
2519,100.0
2520,13.268
2521,12.808
2522,20.0
2523,100.0
2524,20.0
2525,60.0
2526,13.878
2527,20.0
2528,20.0
2529,100.0
2530,20.0
2531,14.226
2532,100.0
2533,13.2
2534,14.238
2535,100.0
2536,100.0
2537,40.086
2538,60.0
2539,60.0
2540,60.0
2541,60.0
2542,60.0
2543,20.0
2544,64.87
2545,20.0
2546,40.152
2547,39.888
2548,60.0
2549,13.634
2550,60.0
2551,13.632
2552,20.0
2553,20.0
2554,20.0
2555,66.75
2556,20.0
2557,13.222
2558,38.424
2559,60.0
2560,20.0
2561,41.592
2562,100.0
2563,20.0
2564,20.0
2565,20.0
2566,60.0
2567,20.0
2568,20.0
2569,41.532
2570,66.51
2571,20.0
2572,100.0
2573,20.0
2574,20.0
2575,13.07
2576,20.0
2577,70.66
2578,20.0
2579,65.49
2580,20.0
2581,20.0
2582,13.37
2583,20.0
2584,20.0
2585,20.0
2586,100.0
2587,20.0
2588,42.168
2589,100.0
2590,13.132
2591,100.0
2592,100.0
2593,60.0
2594,20.0
2595,20.0
2596,14.08
2597,100.0
2598,20.0
2599,20.0
2600,20.0
2601,20.0
2602,20.0
2603,20.0
2604,60.0
2605,36.336
2606,65.36
2607,60.0
2608,100.0
2609,20.0
2610,100.0
2611,20.0
2612,20.0
2613,100.0
2614,100.0
2615,40.806
2616,60.0
2617,38.184
2618,100.0
2619,66.7
2620,60.0
2621,67.8
2622,13.26
2623,60.0
2624,60.0
2625,100.0
2626,100.0
2627,39.288
2628,60.0
2629,60.0
2630,20.0
2631,60.0
2632,41.556
2633,20.0
2634,20.0
2635,20.0
2636,39.552
2637,60.0
2638,100.0
2639,20.0
2640,20.0
2641,20.0
2642,13.15
2643,13.778
2644,20.0
2645,20.988
2646,100.0
2647,20.0
2648,13.4
2649,38.31
2650,68.52
2651,38.382
2652,20.0
2653,39.588
2654,60.0
2655,65.36
2656,100.0
2657,20.0
2658,20.0
2659,7.092
2660,13.644
2661,40.482
2662,20.0
2663,100.0
2664,12.156
2665,39.588
2666,20.0
2667,20.0
2668,13.264
2669,60.0
2670,20.0
2671,20.0
2672,20.988
2673,20.646
2674,41.808
2675,20.0
2676,100.0
2677,60.0
2678,20.0
2679,14.174
2680,20.0
2681,60.0
2682,41.052
2683,60.0
2684,20.0
2685,20.0
2686,20.0
2687,39.792
2688,20.0
2689,100.0
2690,60.0
2691,100.0
2692,100.0
2693,40.434
2694,20.0
2695,13.686
2696,20.0
2697,68.42
2698,20.0
2699,40.644
2700,20.0
2701,20.0
2702,13.03
2703,20.0
2704,20.0
2705,13.738
2706,20.0
2707,20.0
2708,20.0
2709,20.0
2710,100.0
2711,20.0
2712,20.0
2713,100.0
2714,20.0
2715,20.0
2716,100.0
2717,20.0
2718,20.0
2719,60.0
2720,20.0
2721,20.0
2722,20.0
2723,60.0
2724,20.0
2725,12.96
2726,20.0
2727,20.0
2728,12.922
2729,20.0
2730,20.0
2731,100.0
2732,20.0
2733,69.72
2734,20.0
2735,20.0
2736,20.0
2737,60.0
2738,60.0
2739,13.104
2740,20.0
2741,100.0
2742,20.0
2743,60.0
2744,65.26
2745,20.0
2746,20.0
2747,13.39
2748,20.0
2749,20.0
2750,66.22
2751,20.0
2752,100.0
2753,20.0
2754,20.0
2755,20.0
2756,20.0
2757,20.0
2758,20.0
2759,20.0
2760,20.0
2761,20.0
2762,100.0
2763,20.0
2764,20.0
2765,20.0
2766,100.0
2767,60.0
2768,100.0
2769,20.0
2770,20.0
2771,64.21
2772,13.978
2773,20.0
2774,20.0
2775,13.052
2776,20.0
2777,20.0
2778,20.0
2779,20.0
2780,20.0
2781,20.0
2782,100.0
2783,22.524
2784,12.396
2785,20.0
2786,20.0
2787,40.398
2788,20.0
2789,20.0
2790,13.812
2791,20.0
2792,20.0
2793,20.0
2794,60.0
2795,20.0
2796,20.0
2797,20.0
2798,20.0
2799,20.0
2800,12.668
2801,20.0
2802,20.0
2803,100.0
2804,20.0
2805,20.0
2806,64.29
2807,39.456
2808,20.0
2809,60.0
2810,20.0
2811,100.0
2812,20.0
2813,13.478
2814,20.0
2815,41.502
2816,20.0
2817,20.0
2818,67.78
2819,100.0
2820,40.596
2821,20.0
2822,100.0
2823,20.0
2824,20.0
2825,20.0
2826,60.0
2827,60.0
2828,20.0
2829,71.58
2830,60.0
2831,20.0
2832,13.586
2833,37.176
2834,12.246
2835,39.978
2836,40.56
2837,20.0
2838,13.474
2839,20.0
2840,20.0
2841,12.876
2842,13.0
2843,20.0
2844,20.0
2845,13.126
2846,14.194
2847,20.0
2848,20.0
2849,20.0
2850,20.0
2851,60.0
2852,100.0
2853,20.0
2854,41.058
2855,20.0
2856,100.0
2857,20.0
2858,20.0
2859,20.0
2860,20.0
2861,65.33
2862,13.044
2863,20.0
2864,100.0
2865,20.0
2866,20.0
2867,20.0
2868,20.0
2869,100.0
2870,20.0
2871,100.0
2872,20.0
2873,100.0
2874,20.0
2875,20.0
2876,20.0
2877,41.052
2878,20.0
2879,100.0
2880,100.0
2881,20.0
2882,20.0
2883,20.0
2884,100.0
2885,60.0
2886,20.0
2887,100.0
2888,20.0
2889,20.0
2890,20.0
2891,13.578
2892,13.408
2893,60.0
2894,13.26
2895,20.0
2896,20.0
2897,40.908
2898,13.356
2899,20.0
2900,41.802
2901,60.0
2902,20.0
2903,60.0
2904,13.91
2905,20.0
2906,20.0
2907,20.0
2908,100.0
2909,20.0
2910,100.0
2911,20.0
2912,60.0
2913,20.0
2914,20.0
2915,13.196
2916,20.0
2917,42.396
2918,39.762
2919,20.0
2920,13.196
2921,100.0
2922,41.424
2923,20.0
2924,100.0
2925,20.0
2926,40.434
2927,20.0
2928,100.0
2929,20.0
2930,67.91
2931,100.0
2932,60.0
2933,40.002
2934,100.0
2935,100.0
2936,20.0
2937,20.0
2938,13.088
2939,13.204
2940,20.0
2941,100.0
2942,20.0
2943,7.526
2944,13.162
2945,100.0
2946,38.682
2947,60.0
2948,100.0
2949,20.0
2950,100.0
2951,60.0
2952,60.0
2953,100.0
2954,20.0
2955,60.0
2956,40.482
2957,20.0
2958,20.0
2959,13.61
2960,65.23
2961,20.0
2962,60.0
2963,20.0
2964,20.0
2965,100.0
2966,20.0
2967,20.0
2968,100.0
2969,20.0
2970,12.93
2971,60.0
2972,100.0
2973,67.15
2974,13.664
2975,39.798
2976,60.0
2977,20.0
2978,40.002
2979,20.0
2980,100.0
2981,13.752
2982,60.0
2983,100.0
2984,60.0
2985,20.0
2986,100.0
2987,20.0
2988,12.672
2989,60.0
2990,41.25
2991,39.03
2992,20.0
2993,60.0
2994,20.0
2995,20.0
2996,60.0
2997,40.662
2998,40.002
2999,40.422
3000,20.0
3001,100.0
3002,100.0
3003,100.0
3004,100.0
3005,100.0
3006,13.03
3007,20.0
3008,20.0
3009,37.44
3010,13.264
3011,39.378
3012,20.0
3013,100.0
3014,60.0
3015,60.0
3016,20.0
3017,38.892
3018,39.576
3019,60.0
3020,60.0
3021,60.0
3022,100.0
3023,20.0
3024,20.0
3025,41.55
3026,65.3
3027,20.0
3028,20.0
3029,38.856
3030,37.764
3031,13.644
3032,60.0
3033,60.0
3034,13.054
3035,20.0
3036,20.0
3037,66.31
3038,39.33
3039,60.0
3040,20.0
3041,13.914
3042,100.0
3043,67.42
3044,100.0
3045,100.0
3046,20.0
3047,60.0
3048,60.0
3049,100.0
3050,20.0
3051,39.984
3052,60.0
3053,60.0
3054,60.0
3055,20.0
3056,42.276
3057,20.0
3058,60.0
3059,100.0
3060,100.0
3061,100.0
3062,100.0
3063,60.0
3064,100.0
3065,100.0
3066,14.256
3067,13.08
3068,20.0
3069,20.0
3070,20.0
3071,20.0
3072,20.0
3073,20.814
3074,60.0
3075,100.0
3076,100.0
3077,20.0
3078,20.0
3079,20.0
3080,20.0
3081,38.556
3082,20.0
3083,20.0
3084,20.0
3085,100.0
3086,20.0
3087,100.0
3088,65.09
3089,20.0
3090,37.704
3091,54.96
3092,20.0
3093,20.0
3094,100.0
3095,13.048
3096,20.0
3097,20.0
3098,20.0
3099,100.0
3100,37.416
3101,20.0
3102,60.0
3103,20.0
3104,100.0
3105,60.0
3106,60.0
3107,20.0
3108,20.0
3109,60.0
3110,20.0
3111,100.0
3112,20.0
3113,100.0
3114,20.0
3115,20.0
3116,100.0
3117,60.0
3118,63.44
3119,100.0
3120,20.0
3121,20.0
3122,100.0
3123,100.0
3124,100.0
3125,20.0
3126,60.0
3127,20.0
3128,20.0
3129,40.002
3130,60.0
3131,100.0
3132,12.654
3133,70.65
3134,60.0
3135,13.192
3136,100.0
3137,100.0
3138,20.0
3139,100.0
3140,13.426
3141,37.08
3142,20.0
3143,20.0
3144,20.0
3145,100.0
3146,100.0
3147,20.0
3148,100.0
3149,61.55
3150,13.708
3151,60.0
3152,20.0
3153,13.376
3154,100.0
3155,64.3
3156,60.0
3157,39.954
3158,20.0
3159,13.03
3160,66.34
3161,60.0
3162,100.0
3163,100.0
3164,60.0
3165,100.0
3166,20.0
3167,40.644
3168,13.908
3169,60.0
3170,60.0
3171,13.192
3172,20.0
3173,60.0
3174,20.0
3175,39.042
3176,20.0
3177,100.0
3178,39.024
3179,66.4
3180,60.0
3181,20.0
3182,100.0
3183,60.0
3184,39.762
3185,67.77
3186,20.0
3187,20.0
3188,20.0
3189,20.0
3190,20.0
3191,20.0
3192,20.0
3193,100.0
3194,100.0
3195,40.152
3196,13.83
3197,13.118
3198,63.95
3199,20.0
3200,60.0
3201,20.0
3202,100.0
3203,14.042
3204,60.0
3205,60.0
3206,20.0
3207,20.0
3208,60.0
3209,100.0
3210,100.0
3211,100.0
3212,36.63
3213,39.78
3214,20.0
3215,40.914
3216,13.28
3217,20.0
3218,20.0
3219,20.0
3220,60.0
3221,100.0
3222,20.0
3223,65.96
3224,40.104
3225,38.208
3226,60.0
3227,41.844
3228,13.996
3229,38.688
3230,60.0
3231,100.0
3232,64.4
3233,20.0
3234,100.0
3235,100.0
3236,20.0
3237,67.74
3238,60.0
3239,60.0
3240,100.0
3241,40.944
3242,60.0
3243,40.824
3244,20.0
3245,66.86
3246,100.0
3247,100.0
3248,40.818
3249,20.0
3250,100.0
3251,39.846
3252,39.42
3253,100.0
3254,39.048
3255,100.0
3256,20.0
3257,39.606
3258,13.402
3259,100.0
3260,33.94
3261,43.92
3262,21.096
3263,39.462
3264,40.416
3265,100.0
3266,100.0
3267,20.0
3268,20.0
3269,60.0
3270,60.0
3271,20.0
3272,100.0
3273,20.796
3274,100.0
3275,20.0
3276,100.0
3277,13.838
3278,100.0
3279,39.108
3280,60.0
3281,100.0
3282,7.608
3283,100.0
3284,60.0
3285,20.0
3286,100.0
3287,20.0
3288,20.0
3289,12.852
3290,70.65
3291,39.906
3292,64.9
3293,20.0
3294,60.0
3295,13.164
3296,40.398
3297,13.082
3298,100.0
3299,60.0
3300,41.31
3301,60.0
3302,100.0
3303,100.0
3304,100.0
3305,68.67
3306,13.542
3307,20.0
3308,14.078
3309,20.0
3310,100.0
3311,12.748
3312,39.81
3313,20.0
3314,60.0
3315,13.696
3316,12.606
3317,100.0
3318,12.926
3319,39.27
3320,60.0
3321,100.0
3322,41.298
3323,13.358
3324,20.0
3325,60.0
3326,60.0
3327,66.32
3328,60.0
3329,66.46
3330,38.394
3331,60.0
3332,60.0
3333,60.0
3334,20.0
3335,60.0
3336,39.726
3337,20.0
3338,66.11
3339,100.0
3340,20.0
3341,100.0
3342,60.0
3343,60.0
3344,20.0
3345,64.21
3346,60.0
3347,100.0
3348,38.904
3349,20.0
3350,13.32
3351,60.0
3352,20.0
3353,60.0
3354,13.334
3355,13.388
3356,20.0
3357,70.72
3358,41.07
3359,60.0
3360,20.118
3361,68.0
3362,13.878
3363,100.0
3364,100.0
3365,60.0
3366,69.55
3367,20.0
3368,20.0
3369,20.0
3370,35.0
3371,100.0
3372,100.0
3373,20.0
3374,20.0
3375,60.0
3376,35.43
3377,60.0
3378,40.986
3379,100.0
3380,12.952
3381,20.0
3382,60.0
3383,39.78
3384,60.0
3385,20.0
3386,60.0
3387,7.39
3388,12.808
3389,40.77
3390,100.0
3391,60.0
3392,20.0
3393,20.0
3394,13.478
3395,100.0
3396,60.0
3397,20.0
3398,13.334
3399,20.0
3400,65.73
3401,13.402
3402,100.0
3403,20.0
3404,60.0
3405,13.406
3406,40.452
3407,20.0
3408,20.0
3409,20.0
3410,20.0
3411,20.0
3412,20.0
3413,20.0
3414,39.414
3415,20.0
3416,20.0
3417,13.54
3418,20.0
3419,20.0
3420,100.0
3421,39.0
3422,100.0
3423,20.0
3424,100.0
3425,13.814
3426,65.09
3427,20.0
3428,100.0
3429,100.0
3430,60.0
3431,33.56
3432,60.0
3433,39.678
3434,39.336
3435,20.0
3436,20.0
3437,100.0
3438,40.83
3439,68.5
3440,100.0
3441,20.0
3442,20.0
3443,39.084
3444,20.0
3445,20.0
3446,100.0
3447,20.0
3448,20.0
3449,100.0
3450,20.0
3451,100.0
3452,100.0
3453,20.0
3454,20.0
3455,20.0
3456,60.0
3457,20.0
3458,100.0
3459,20.0
3460,100.0
3461,39.468
3462,20.0
3463,60.0
3464,68.89
3465,13.118
3466,21.924
3467,13.34
3468,100.0
3469,20.0
3470,20.0
3471,20.0
3472,100.0
3473,12.826
3474,20.0
3475,20.0
3476,100.0
3477,67.03
3478,13.598
3479,60.0
3480,20.0
3481,13.574
3482,100.0
3483,13.386
3484,20.0
3485,13.132
3486,60.0
3487,100.0
3488,100.0
3489,69.27
3490,40.002
3491,13.478
3492,20.0
3493,20.0
3494,20.0
3495,20.0
3496,20.0
3497,66.32
3498,20.0
3499,20.0
3500,12.954
3501,20.0
3502,60.0
3503,13.606
3504,67.75
3505,20.0
3506,39.312
3507,20.0
3508,100.0
3509,20.0
3510,13.444
3511,20.0
3512,60.0
3513,12.99
3514,41.142
3515,34.74
3516,20.0
3517,100.0
3518,20.0
3519,100.0
3520,42.678
3521,20.0
3522,37.734
3523,38.352
3524,38.874
3525,18.554
3526,100.0
3527,20.0
3528,100.0
3529,69.57
3530,100.0
3531,100.0
3532,20.0
3533,20.0
3534,20.0
3535,69.0
3536,13.766
3537,20.0
3538,13.432
3539,20.844
3540,60.0
3541,13.192
3542,20.0
3543,60.0
3544,67.81
3545,60.0
3546,13.918
3547,13.192
3548,39.138
3549,20.0
3550,20.0
3551,100.0
3552,100.0
3553,13.814
3554,13.062
3555,39.546
3556,39.354
3557,60.0
3558,68.95
3559,20.0
3560,20.0
3561,20.0
3562,100.0
3563,13.808
3564,20.0
3565,20.0
3566,20.0
3567,20.0
3568,12.672
3569,20.0
3570,20.0
3571,100.0
3572,20.0
3573,39.972
3574,20.0
3575,41.718
3576,20.0
3577,20.0
3578,12.842
3579,13.846
3580,20.0
3581,100.0
3582,20.0
3583,39.078
3584,60.0
3585,20.0
3586,20.0
3587,13.264
3588,100.0
3589,100.0
3590,40.65
3591,60.0
3592,100.0
3593,100.0
3594,65.96
3595,20.0
3596,20.0
3597,60.0
3598,66.06
3599,39.714
3600,68.38
3601,20.0
3602,20.0
3603,100.0
3604,100.0
3605,20.0
3606,100.0
3607,20.844
3608,38.124
3609,20.0
3610,20.0
3611,40.71
3612,60.0
3613,12.936
3614,20.0
3615,20.0
3616,60.0
3617,20.0
3618,60.0
3619,20.0
3620,20.0
3621,20.0
3622,100.0
3623,68.34
3624,60.0
3625,20.0
3626,12.984
3627,100.0
3628,20.0
3629,20.0
3630,57.798
3631,20.0
3632,13.402
3633,20.0
3634,41.742
3635,41.34
3636,20.0
3637,20.0
3638,64.69
3639,41.214
3640,60.0
3641,20.0
3642,20.0
3643,41.634
3644,20.0
3645,13.826
3646,60.0
3647,38.94
3648,38.184
3649,37.596
3650,65.51
3651,60.0
3652,66.73
3653,20.0
3654,20.0
3655,20.0
3656,34.74
3657,68.75
3658,100.0
3659,13.14
3660,20.0
3661,100.0
3662,60.0
3663,60.0
3664,41.25
3665,20.0
3666,39.576
3667,60.0
3668,40.002
3669,60.0
3670,40.59
3671,39.738
3672,100.0
3673,100.0
3674,13.592
3675,68.48
3676,20.0
3677,40.218
3678,67.68
3679,70.67
3680,66.06
3681,100.0
3682,20.0
3683,20.0
3684,100.0
3685,63.16
3686,13.34
3687,38.634
3688,60.0
3689,60.0
3690,60.0
3691,20.0
3692,20.0
3693,100.0
3694,40.002
3695,67.8
3696,20.0
3697,67.37
3698,60.0
3699,20.0
3700,60.0
3701,65.54
3702,60.0
3703,20.0
3704,60.0
3705,60.0
3706,13.716
3707,20.0
3708,39.648
3709,60.0
3710,60.0
3711,13.514
3712,100.0
3713,38.232
3714,13.14
3715,20.0
3716,20.0
3717,13.042
3718,13.98
3719,20.0
3720,20.0
3721,41.142
3722,100.0
3723,100.0
3724,39.084
3725,20.0
3726,20.0
3727,60.0
3728,40.23
3729,60.0
3730,60.0
3731,7.046
3732,7.096
3733,60.0
3734,13.234
3735,20.0
3736,20.0
3737,20.0
3738,60.0
3739,60.0
3740,40.284
3741,60.0
3742,13.606
3743,41.676
3744,100.0
3745,60.0
3746,20.0
3747,38.136
3748,100.0
3749,60.0
3750,38.874
3751,60.0
3752,100.0
3753,60.0
3754,20.0
3755,13.502
3756,60.0
3757,37.998
3758,60.0
3759,67.14
3760,60.0
3761,7.196
3762,60.0
3763,13.908
3764,20.0
3765,100.0
3766,13.0
3767,39.696
3768,20.0
3769,60.0
3770,60.0
3771,60.0
3772,60.0
3773,41.454
3774,7.414
3775,60.0
3776,100.0
3777,39.588
3778,60.0
3779,69.73
3780,20.0
3781,40.05
3782,20.0
3783,60.0
3784,41.49
3785,60.0
3786,60.0
3787,60.0
3788,40.434
3789,38.874
3790,60.0
3791,60.0
3792,20.928
3793,40.626
3794,42.39
3795,40.464
3796,38.826
3797,20.0
3798,60.0
3799,42.948
3800,38.574
3801,40.488
3802,60.0
3803,60.0
3804,41.052
3805,37.482
3806,41.028
3807,60.0
3808,41.022
3809,64.54
3810,13.082
3811,40.254
3812,21.816
3813,60.0
3814,60.0
3815,13.122
3816,13.164
3817,41.556
3818,41.214
3819,13.006
3820,65.56
3821,38.424
3822,64.36
3823,12.91
3824,40.962
3825,60.0
3826,13.07
3827,13.774
3828,60.0
3829,40.218
3830,39.006
3831,60.0
3832,41.634
3833,66.7
3834,60.0
3835,20.0
3836,60.0
3837,40.524
3838,60.0
3839,60.0
3840,37.86
3841,34.99
3842,41.022
3843,20.0
3844,39.15
3845,39.702
3846,60.0
3847,39.276
3848,21.03
3849,20.0
3850,100.0
3851,60.0
3852,40.002
3853,60.0
3854,38.97
3855,20.0
3856,39.546
3857,60.0
3858,100.0
3859,41.442
3860,60.0
3861,60.0
3862,100.0
3863,60.0
3864,60.0
3865,14.236
3866,13.314
3867,60.0
3868,20.0
3869,39.528
3870,66.97
3871,60.0
3872,40.014
3873,13.88
3874,39.192
3875,20.0
3876,13.01
3877,6.87
3878,100.0
3879,38.82
3880,13.334
3881,40.878
3882,20.0
3883,65.98
3884,13.118
3885,100.0
3886,40.116
3887,12.812
3888,100.0
3889,66.34
3890,13.518
3891,39.378
3892,66.96
3893,60.0
3894,14.204
3895,43.164
3896,20.0
3897,60.0
3898,60.0
3899,60.0
3900,6.954
3901,39.942
3902,60.0
3903,65.83
3904,39.954
3905,66.25
3906,13.382
3907,68.08
3908,100.0
3909,60.0
3910,100.0
3911,39.84
3912,60.0
3913,100.0
3914,65.92
3915,20.0
3916,60.0
3917,100.0
3918,66.33
3919,100.0
3920,20.0
3921,34.93
3922,40.938
3923,39.144
3924,60.0
3925,20.0
3926,20.0
3927,67.01
3928,20.0
3929,60.0
3930,40.626
3931,20.0
3932,100.0
3933,60.0
3934,100.0
3935,37.746
3936,39.588
3937,20.0
3938,100.0
3939,13.918
3940,60.0
3941,60.0
3942,13.13
3943,40.872
3944,100.0
3945,67.71
3946,36.06
3947,20.0
3948,60.0
3949,20.0
3950,40.434
3951,13.474
3952,13.45
3953,41.298
3954,12.634
3955,20.0
3956,40.194
3957,20.0
3958,100.0
3959,20.0
3960,41.388
3961,100.0
3962,20.0
3963,67.74
3964,12.784
3965,100.0
3966,100.0
3967,41.016
3968,12.888
3969,100.0
3970,13.67
3971,60.0
3972,20.0
3973,20.0
3974,65.35
3975,12.916
3976,20.0
3977,60.0
3978,20.0
3979,20.0
3980,20.0
3981,100.0
3982,60.0
3983,68.31
3984,13.304
3985,100.0
3986,60.0
3987,13.576
3988,12.732
3989,20.0
3990,68.38
3991,20.0
3992,20.0
3993,20.0
3994,100.0
3995,67.0
3996,20.0
3997,100.0
3998,20.0
3999,63.68
4000,13.448
4001,13.338
4002,38.772
4003,41.556
4004,20.0
4005,20.0
4006,60.0
4007,38.652
4008,7.01
4009,20.0
4010,20.0
4011,20.0
4012,20.0
4013,12.982
4014,64.07
4015,20.0
4016,20.0
4017,20.0
4018,20.0
4019,60.0
4020,39.216
4021,60.0
4022,13.894
4023,20.0
4024,60.0
4025,12.204
4026,14.026
4027,20.0
4028,13.676
4029,13.186
4030,60.0
4031,60.0
4032,13.198
4033,67.11
4034,20.0
4035,60.0
4036,20.0
4037,60.0
4038,40.32
4039,39.546
4040,20.0
4041,13.126
4042,13.532
4043,100.0
4044,20.0
4045,21.408
4046,38.562
4047,13.35
4048,60.0
4049,20.0
4050,60.0
4051,20.0
4052,20.0
4053,64.72
4054,41.334
4055,67.78
4056,13.864
4057,20.0
4058,60.0
4059,100.0
4060,13.764
4061,100.0
4062,60.0
4063,20.0
4064,100.0
4065,60.0
4066,13.394
4067,20.0
4068,20.0
4069,100.0
4070,70.9
4071,100.0
4072,20.0
4073,60.0
4074,20.0
4075,13.72
4076,39.45
4077,39.174
4078,20.0
4079,20.0
4080,65.33
4081,60.0
4082,66.21
4083,100.0
4084,100.0
4085,20.0
4086,13.472
4087,20.0
4088,20.0
4089,20.0
4090,20.0
4091,20.0
4092,66.67
4093,20.0
4094,20.0
4095,100.0
4096,20.0
4097,20.0
4098,20.0
4099,60.0
4100,20.0
4101,20.0
4102,20.0
4103,39.636
4104,7.426
4105,20.0
4106,13.164
4107,20.0
4108,20.0
4109,65.93
4110,20.0
4111,20.0
4112,20.0
4113,20.0
4114,20.0
4115,12.766
4116,100.0
4117,39.948
4118,100.0
4119,20.0
4120,20.0
4121,20.0
4122,100.0
4123,100.0
4124,100.0
4125,20.0
4126,100.0
4127,20.0
4128,100.0
4129,20.0
4130,66.0
4131,63.66
4132,20.0
4133,20.0
4134,100.0
4135,20.0
4136,60.0
4137,20.0
4138,100.0
4139,20.0
